"individual","time_idx","value","time"
1,1,0.834473363490691,0
2,1,0.841114656670502,0
3,1,1.95803920591078,0
4,1,0.0334625472304246,0
5,1,1.83849090458924,0
6,1,0.810531515137425,0
7,1,1.09717174750346,0
8,1,-0.0533521074403273,0
9,1,-0.153298973335807,0
10,1,1.24360408444553,0
11,1,1.41839632022156,0
12,1,0.735246420606276,0
13,1,0.500488716870423,0
14,1,1.07577316002857,0
15,1,1.57546725525871,0
16,1,1.060524197739,0
17,1,0.782130042165487,0
18,1,1.69821516628415,0
19,1,-0.120427752886322,0
20,1,-0.599303755342647,0
21,1,-0.309205037507816,0
22,1,0.19406833553011,0
23,1,0.11610679489772,0
24,1,-0.321815719693562,0
25,1,0.540320789999612,0
26,1,1.36162720254536,0
27,1,-0.384183256913517,0
28,1,0.711239238954305,0
29,1,1.13105805918294,0
30,1,-0.0515779176850428,0
31,1,2.54901428121006,0
32,1,0.601234752475193,0
33,1,-0.255854058253147,0
34,1,-0.130148070594419,0
35,1,1.79831931179296,0
36,1,0.549212130145877,0
37,1,-0.0965843246344491,0
38,1,1.3752565613724,0
39,1,1.30443756817227,0
40,1,2.21993440771694,0
41,1,1.17563884315021,0
42,1,0.895191756962708,0
43,1,0.851668576337864,0
44,1,0.939869224358499,0
45,1,0.838094319503479,0
46,1,0.890564485987161,0
47,1,0.887838653315162,0
48,1,1.19315560344619,0
49,1,0.810541803140871,0
50,1,-0.154169820895013,0
51,1,2.60728861074531,0
52,1,-0.307650379471518,0
53,1,-0.164169047069701,0
54,1,0.626983632532999,0
55,1,0.215988027526395,0
56,1,-0.152834200004391,0
57,1,0.852902165628562,0
58,1,0.564305745804622,0
59,1,0.581167459934651,0
60,1,1.00762694911237,0
61,1,1.26970442797107,0
62,1,-0.105532841912902,0
63,1,0.782693890946301,0
64,1,1.2047074634597,0
65,1,-0.279173677840827,0
66,1,1.06687520016355,0
67,1,-0.215430008417117,0
68,1,1.07147223891108,0
69,1,0.093685650474779,0
70,1,-0.127729503441869,0
71,1,0.182401689001484,0
72,1,1.70092661961632,0
73,1,-0.133695210774587,0
74,1,1.05576199519127,0
75,1,0.607203655388282,0
76,1,0.559379166689283,0
77,1,0.171587315212502,0
78,1,0.588550833106031,0
79,1,1.05273379613071,0
80,1,0.89335313475666,0
81,1,0.614407107755597,0
82,1,0.130052817025659,0
83,1,0.0974593364645248,0
84,1,-0.214312957506205,0
85,1,1.45211580045717,0
86,1,-0.0917925130891998,0
87,1,0.2085379413423,0
88,1,-0.184799405408681,0
89,1,0.853454432524755,0
90,1,0.599807945768877,0
91,1,1.0072615795051,0
92,1,0.727572805525338,0
93,1,0.0110532506808222,0
94,1,1.57532046145788,0
95,1,0.770166234952988,0
96,1,0.572781562244026,0
97,1,0.509408993023605,0
98,1,0.194360816019348,0
99,1,0.197679027065734,0
100,1,0.942132368370321,0
101,1,0.550298478329295,0
102,1,1.39635732760464,0
103,1,1.57309247137574,0
104,1,-0.148332398937925,0
105,1,-0.0559887380998441,0
106,1,0.000274192666171798,0
107,1,1.60433916616759,0
108,1,1.21637575045295,0
109,1,-0.138846835348829,0
110,1,0.730586237650111,0
111,1,1.07801622292891,0
112,1,-0.0826717368012859,0
113,1,0.122770279683176,0
114,1,0.221285583552036,0
