"individual","time_idx","value","time"
1,1,0.880866432763473,0
2,1,-0.163556999373816,0
3,1,0.208518481234531,0
4,1,-0.0514493914382495,0
5,1,1.73745281476072,0
6,1,-0.280221693090052,0
7,1,-0.120818694865404,0
8,1,0.677161272807638,0
9,1,-0.200993944960615,0
10,1,1.69391037544738,0
11,1,1.52440459562018,0
12,1,1.62555703039298,0
13,1,0.632965875755584,0
14,1,-0.118419218190668,0
15,1,1.13837777330702,0
16,1,0.857321005071757,0
17,1,0.872979245603685,0
18,1,1.01793279314361,0
19,1,0.910838787684531,0
20,1,0.934387409989338,0
21,1,0.116359843128003,0
22,1,0.336033391182162,0
23,1,1.09398977410716,0
24,1,0.943692312624627,0
25,1,0.642342496396728,0
26,1,1.1369725310799,0
27,1,1.47124984243667,0
28,1,0.867136669457182,0
29,1,-0.26436440085568,0
30,1,0.803956899067278,0
31,1,2.03210709670909,0
32,1,0.529532373549727,0
33,1,0.672322951048167,0
34,1,0.901188603647122,0
35,1,0.576995945468415,0
36,1,0.594714499169615,0
37,1,0.770733129652701,0
38,1,0.672663552723711,0
39,1,1.73842404352681,0
40,1,0.637888858242336,0
41,1,1.17399773864199,0
42,1,-0.105838472897186,0
43,1,0.0647112252792802,0
44,1,0.0917752439504632,0
45,1,0.936032517894973,0
46,1,-0.206724225880608,0
47,1,-0.313978510265217,0
48,1,-0.0970615722466736,0
49,1,-0.0828432015588825,0
50,1,0.541474290876253,0
51,1,1.11407882426924,0
52,1,0.269853692137012,0
53,1,0.75651547977491,0
54,1,0.218795558421884,0
55,1,0.767133849556443,0
56,1,1.36718311496661,0
57,1,2.22360564096595,0
58,1,0.838310028186488,0
59,1,0.874977837173756,0
60,1,1.15853987303664,0
61,1,0.259934423997169,0
62,1,0.876723440098043,0
63,1,0.727153486599494,0
64,1,-0.185223454067379,0
65,1,0.495836266419994,0
66,1,0.95247526154526,0
67,1,0.33369513772058,0
68,1,1.16247658009237,0
69,1,1.55517511013718,0
70,1,1.30540450709952,0
71,1,-0.326642805493764,0
72,1,0.942977838712971,0
73,1,0.873356795271872,0
74,1,0.835157228280095,0
75,1,-0.145573829901752,0
76,1,0.427076458248547,0
77,1,1.34440485790444,0
78,1,1.22866381804915,0
79,1,0.275295033564973,0
80,1,-0.230641387144079,0
81,1,0.85622083905674,0
82,1,-0.13979010051101,0
83,1,-0.143443555780317,0
84,1,1.55461060207343,0
85,1,1.19912005450719,0
86,1,1.04473072243365,0
87,1,0.660618479037837,0
88,1,0.192212422914143,0
89,1,-0.0454716931324683,0
