"individual","variable","time_idx","value","time"
1,1,1,-0.0120378569197003,0
2,1,1,0.00341176163681676,0
3,1,1,0.0102294150939625,0
4,1,1,0.0249284781732329,0
5,1,1,-0.0509868554950086,0
6,1,1,0.00980605285344135,0
7,1,1,0.176097223063753,0
8,1,1,0.00884929544291273,0
9,1,1,0.119205087554021,0
10,1,1,-0.00328906176560515,0
11,1,1,0.242938443210236,0
12,1,1,0.215116757380777,0
13,1,1,0.201813567483152,0
14,1,1,0.175552174150829,0
15,1,1,0.118798790554613,0
16,1,1,0.00451758443635249,0
17,1,1,0.207165629425491,0
18,1,1,-0.0164858665534362,0
19,1,1,0.00832912271867141,0
20,1,1,0.00400523897218212,0
21,1,1,0.0145119721563966,0
22,1,1,0.00479014481625435,0
23,1,1,-0.00782574603574154,0
24,1,1,0.00866317929165226,0
25,1,1,-0.018516471359816,0
26,1,1,0.0138419461386743,0
27,1,1,0.238417294930682,0
28,1,1,0.190619291488454,0
29,1,1,-0.0295219607258909,0
30,1,1,0.00780724564266967,0
31,1,1,0.0336921734660733,0
32,1,1,0.127029994891335,0
33,1,1,0.231033533771402,0
34,1,1,-0.0255883534141542,0
35,1,1,0.215303557350106,0
36,1,1,-0.0227739636406781,0
37,1,1,0.198163944780238,0
38,1,1,-0.0011364076294071,0
39,1,1,0.146753975756641,0
40,1,1,0.0259088630736599,0
41,1,1,-0.0037932974841966,0
42,1,1,0.019670015794526,0
43,1,1,0.0583647330913833,0
44,1,1,0.363239820645107,0
45,1,1,-0.0130728382021385,0
46,1,1,0.0490649332150135,0
47,1,1,0.142540609068981,0
48,1,1,0.0877850350113362,0
49,1,1,0.225375320923065,0
50,1,1,0.11241930395843,0
51,1,1,0.184005923876673,0
52,1,1,0.00179281254096836,0
53,1,1,0.143403482488211,0
54,1,1,0.286282031056374,0
55,1,1,0.142492051747205,0
56,1,1,0.0285015389073944,0
57,1,1,0.0559930847875685,0
58,1,1,0.222780648904775,0
59,1,1,0.0221518025009281,0
60,1,1,0.166102860428884,0
61,1,1,0.177447896806752,0
62,1,1,-0.00381102635776421,0
63,1,1,0.123491298709571,0
64,1,1,-0.0107200811790305,0
65,1,1,-0.0139820340559556,0
66,1,1,0.190751495438813,0
67,1,1,0.213353415716085,0
68,1,1,-0.00233676590070805,0
69,1,1,0.219533946007845,0
70,1,1,-0.00523954736821344,0
71,1,1,-0.00100389751166756,0
72,1,1,0.0467408924448423,0
73,1,1,0.26034632793459,0
74,1,1,0.0950510824855468,0
75,1,1,-0.00564543650321497,0
76,1,1,-0.0116829556504934,0
77,1,1,0.0422412683113779,0
78,1,1,0.0187018031996179,0
79,1,1,0.153005840661195,0
80,1,1,0.0364166618517815,0
81,1,1,0.182142257805459,0
82,1,1,0.242684426457414,0
83,1,1,0.0977557614475958,0
84,1,1,0.228207411642308,0
85,1,1,-0.00889027077769382,0
86,1,1,0.16835410789803,0
87,1,1,0.251004123885479,0
88,1,1,-0.00276466827094915,0
89,1,1,0.114217816056174,0
90,1,1,0.262502302841129,0
91,1,1,0.0259161681653431,0
92,1,1,0.200537630471982,0
93,1,1,0.0225209498008026,0
94,1,1,0.115604796603855,0
95,1,1,0.251656329697044,0
96,1,1,0.116840027043038,0
97,1,1,0.361320586501301,0
98,1,1,0.0471973246139251,0
99,1,1,-0.000491913103837629,0
100,1,1,-0.011180694649487,0
1,2,1,0.205738851810629,0
2,2,1,0.255567085031631,0
3,2,1,0.523766435961473,0
4,2,1,0.316456365318199,0
5,2,1,0.539978043943446,0
6,2,1,0.950532902608624,0
7,2,1,0.645091590937716,0
8,2,1,0.144915490582695,0
9,2,1,0.199769022354965,0
10,2,1,0.34703210993573,0
11,2,1,0.491059825145979,0
12,2,1,0.580809714568565,0
13,2,1,0.382275706363077,0
14,2,1,0.544557119241615,0
15,2,1,0.205280786141136,0
16,2,1,0.577290845482566,0
17,2,1,0.372030226643501,0
18,2,1,-0.0393339455667741,0
19,2,1,0.416478264395698,0
20,2,1,0.209009614839168,0
21,2,1,0.132883465117232,0
22,2,1,0.257555093677783,0
23,2,1,0.24462752831267,0
24,2,1,0.193899078635648,0
25,2,1,0.346773436390891,0
26,2,1,0.0237425785604594,0
27,2,1,0.733155829052681,0
28,2,1,0.542941507262415,0
29,2,1,0.180265261477891,0
30,2,1,0.859112164383067,0
31,2,1,0.388330119874731,0
32,2,1,0.259233350743822,0
33,2,1,0.430150867157174,0
