"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
-0.32936191531623,-0.297781965507372,-0.349003347891317,-0.172089040610635,0.0441093186639618,0.372718369008784,0.723933989989709,0.942164996409958,1.17265072385236,1.28949067777273,1.15886233080091,1.14734354628161,0.824741798729202,0.783978076871334,0.785515705166968,0.785416285283044,0.976403582591624,1.3390215080639,1.69156565664259,1.98998161706955,2.20205694964657
-0.11650905205134,-0.115957328794968,-0.191362995678759,-0.00815181388388696,0.0065843717166109,0.131982183661664,0.230219028242996,0.297120335260541,0.255886042475102,0.349039479311754,0.329493420833739,0.270556711102844,0.325210716490999,0.257320842538337,0.222092611406817,0.261265731191207,0.32106134852082,0.407560451371693,0.496934408343825,0.634494562488002,0.765842512610824
0.381265556581732,0.374198200003836,0.316719933068396,0.140431717650786,0.231487869441162,0.157918292422034,0.230996291290267,0.258923271193907,0.215478890993421,0.227627982323604,0.203108310378072,0.209240187991919,0.231951453676062,0.179835930568404,0.271216695523504,0.130969662739253,0.219625115839437,0.378943269867169,0.348548709012814,0.352959894211023,0.375569103250211
0.485472917419872,0.341093722417517,0.402166442232198,0.444499939294294,0.342143171071885,0.27513390322716,0.326554914232743,0.342456292327523,0.281168480213971,0.298554491838682,0.3432175595401,0.273413242838647,0.275044011310454,0.382954095449329,0.360542573439001,0.38063835829723,0.415712608267248,0.478680007102931,0.460941203856947,0.613952394841453,0.563921744397567
0.722533719301935,0.777809012002117,0.896537503824267,0.928107713350869,0.883512171239193,1.04443343704626,0.949852172028387,0.933266590681328,1.10876336189017,1.01189245865138,1.0750784142585,0.980856698928383,0.98182254046916,1.08345329928624,1.03032637014161,1.03986482434107,1.04868868458966,0.956186194194227,0.987020069051875,1.02045431958954,1.03419093868126
0.120104159950605,0.185600752711625,0.242941566370824,0.236802074066447,0.236828480189491,0.273636644226125,0.238071943758385,0.297353117910603,0.162533788384435,0.360846254647829,0.215500368427775,0.228259448422114,0.177609955197766,0.238023633231568,0.30701797078703,0.239009154752427,0.239424294787135,0.318184025579057,0.232252660561351,0.214329424171373,0.24079320268104
0.27715796615809,0.287620392975788,0.394849853037184,0.481041862786553,0.541977410956094,0.441699162699055,0.489808199090826,0.389301343259708,0.550712244320908,0.546871585328131,0.436410441872048,0.423209531435985,0.45040495688288,0.449013204864803,0.391327466250157,0.492185894858613,0.508561371637503,0.493934659448683,0.447186945624014,0.35578309347946,0.371199295995183
1.96731501520547,1.7329435631765,1.5980014814904,1.51812385073608,1.39357658638427,1.22309830405566,1.25902456464413,1.15436853669324,1.07220937346305,1.2265799344117,1.09559067157072,1.03923276299867,1.18849140685264,1.30205072927266,1.39791472399421,1.41860535444473,1.62073908052887,1.76334052510653,1.8804816556128,2.05296512128082,2.3941209998251
-0.160314646441785,-0.404547311387595,-0.288741321308153,-0.226685058738166,-0.0137289531633631,0.28932220127845,0.494330901026028,0.908321677614671,1.02038642640624,1.07886554811161,1.01390017050523,0.975472608278205,0.733624944376974,0.729350565115306,0.562911221457657,0.653976091606808,0.865931886169185,1.09614219829333,1.41884795300491,1.70059220982539,1.9110181661742
0.911213659943908,0.86776649162331,0.731637814601404,0.634946649732071,0.556841110592511,0.62771004024967,0.561541563474558,0.509679704817544,0.495080938667142,0.557215961799332,0.493175362380988,0.474531149082429,0.533299256590655,0.558163357039206,0.64370085036065,0.574639544209925,0.645613239628912,0.830764612407393,0.873796898115024,0.952706442523589,1.13940266929178
